Protein ID,Accession,Avg. Mass,Description,0 hr Protein Abundance,0.5 hr Protein Abundance,1 hr Protein Abundance,2 hr Protein Abundance,3 hr Protein Abundance,4 hr Protein Abundance,5 hr Protein Abundance,6 hr Protein Abundance,9 hr Protein Abundance,12 hr Protein Abundance,24 hr Protein Abundance,Cellular processes,Protein functions,Reactome pathways
2852,Q9QZL0|RIPK3_MOUSE,53323,Receptor-interacting serine/threonine-protein kinase 3 OS=Mus musculus GN=Ripk3 PE=1 SV=2,97060000,137500000,113880000,72970000,92280000,144800000,90280000,1536300000,90590000,86750000,94710000,"['activation of protein kinase activity', 'amyloid fibril formation', 'cellular response to hydrogen peroxide', 'I-kappaB kinase/NF-kappaB signaling', 'lymph node development', 'necroptotic process', 'positive regulation of intrinsic apoptotic signaling pathway', 'positive regulation of ligase activity', 'positive regulation of necroptotic process', 'positive regulation of necrotic cell death', 'positive regulation of NF-kappaB transcription factor activity', 'positive regulation of oxidoreductase activity', 'positive regulation of phosphatase activity', 'positive regulation of reactive oxygen species metabolic process', 'programmed necrotic cell death', 'protein autophosphorylation', 'protein heterooligomerization', 'protein homooligomerization', 'regulation of activated T cell proliferation', 'regulation of activation-induced cell death of T cells', 'regulation of adaptive immune response', 'regulation of CD8-positive, alpha-beta cytotoxic T cell extravasation', 'regulation of interferon-gamma production', 'regulation of reactive oxygen species metabolic process', 'regulation of T cell mediated cytotoxicity', 'spleen development', 'T cell differentiation in thymus', 'T cell homeostasis', 'thymus development', 'viral process']","['ATP binding', 'identical protein binding', 'NF-kappaB-inducing kinase activity', 'protein kinase activity', 'protein serine/threonine kinase activity', 'protein-containing complex binding']","['TRIF-mediated programmed cell death', 'TRP channels', 'RIPK1-mediated regulated necrosis', 'IKK complex recruitment mediated by RIP1']"
3314,P46467|VPS4B_MOUSE,49419,Vacuolar protein sorting-associated protein 4B OS=Mus musculus GN=Vps4b PE=1 SV=2,63210000,80917000,90692000,70344000,134523000,94020000,103689000,906350000,99022000,111598000,101780000,"['cholesterol transport', 'endosomal transport', 'endosome organization', 'endosome to lysosome transport via multivesicular body sorting pathway', 'late endosomal microautophagy', 'midbody abscission', 'mitotic metaphase plate congression', 'multivesicular body assembly', 'negative regulation of cell death', 'negative regulation of exosomal secretion', 'nucleus organization', 'positive regulation of centriole elongation', 'positive regulation of exosomal secretion', 'positive regulation of G2/M transition of mitotic cell cycle', 'positive regulation of viral life cycle', 'positive regulation of viral process', 'positive regulation of viral release from host cell', 'potassium ion transport', 'protein depolymerization', 'protein transport', 'regulation of centrosome duplication', 'regulation of mitotic spindle assembly', 'regulation of viral process', 'response to lipid', 'ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway', 'ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway', 'vacuole organization', 'viral budding via host ESCRT complex', 'viral release from host cell']","['ATP binding', 'ATPase activity', 'ATPase activity, coupled', 'identical protein binding', 'protein C-terminus binding', 'protein homodimerization activity']",['Endosomal Sorting Complex Required For Transport (ESCRT)']
5039,P11152|LIPL_MOUSE,53109,Lipoprotein lipase OS=Mus musculus GN=Lpl PE=1 SV=3,67910000,82950000,93275000,70530000,84850000,70460000,58930000,758170000,92680000,103560000,64860000,"['cholesterol homeostasis', 'fatty acid biosynthetic process', 'lipid catabolic process', 'low-density lipoprotein particle mediated signaling', 'negative regulation of cellular response to insulin stimulus', 'positive regulation of chemokine secretion', 'positive regulation of cholesterol storage', 'positive regulation of macrophage derived foam cell differentiation', 'positive regulation of sequestering of triglyceride', 'response to bacterium', 'response to cold', 'response to drug', 'triglyceride biosynthetic process', 'triglyceride catabolic process', 'triglyceride homeostasis', 'very-low-density lipoprotein particle remodeling']","['apolipoprotein binding', 'heparin binding', 'lipoprotein lipase activity', 'signaling receptor binding', 'triglyceride binding', 'triglyceride lipase activity']","['Assembly of active LPL and LIPC lipase complexes', 'Chylomicron remodeling']"
3470,P53810|PIPNA_MOUSE,31893,Phosphatidylinositol transfer protein alpha isoform OS=Mus musculus GN=Pitpna PE=1 SV=2,612300000,602619000,741700000,608700000,621040000,700510000,703000000,6315000000,696000000,1022300000,738100000,"['axonogenesis', 'phospholipid transport']","['fatty-acyl-CoA binding', 'lipid binding', 'phosphatidylcholine binding', 'phosphatidylcholine transporter activity', 'phosphatidylinositol binding', 'phosphatidylinositol transporter activity', 'phospholipid binding', 'stearic acid binding']",[]
2260,P59808|SASH1_MOUSE,135591,SAM and SH3 domain-containing protein 1 OS=Mus musculus GN=Sash1 PE=1 SV=1,30830000,26670000,34290000,17620000,26668000,37318000,30990000,465760000,43070000,49110000,35900000,"['positive regulation of angiogenesis', 'positive regulation of endothelial cell migration', 'positive regulation of JUN kinase activity', 'positive regulation of lipopolysaccharide-mediated signaling pathway', 'positive regulation of NIK/NF-kappaB signaling', 'positive regulation of p38MAPK cascade', 'protein polyubiquitination', 'regulation of protein autoubiquitination', 'regulation of protein K63-linked ubiquitination']","['mitogen-activated protein kinase kinase kinase binding', 'protein C-terminus binding', 'protein kinase binding', 'protein-containing complex scaffold activity']",[]
5606,O09044|SNP23_MOUSE,23261,Synaptosomal-associated protein 23 OS=Mus musculus GN=Snap23 PE=1 SV=1,248590000,168240000,144120000,168620000,164150000,201520000,140420000,1877800000,147380000,167600000,130760000,"['exocytic insertion of neurotransmitter receptor to postsynaptic membrane', 'exocytosis', 'histamine secretion by mast cell', 'membrane fusion', 'protein transport', 'protein-containing complex assembly', 'regulation of exocytosis', 'synaptic vesicle fusion to presynaptic active zone membrane', 'synaptic vesicle priming', 'vesicle fusion', 'vesicle-mediated transport', 'vesicle-mediated transport in synapse']","['SNAP receptor activity', 'syntaxin binding']","['ER-Phagosome pathway', 'Clathrin derived vesicle budding', 'Neutrophil degranulation']"
3733,Q9R1P3|PSB2_MOUSE,22906,Proteasome subunit beta type-2 OS=Mus musculus GN=Psmb2 PE=1 SV=1,504360000,489440000,444340000,446660000,324350000,398900000,486300000,6312100000,439810000,535970000,263780000,"['proteasomal protein catabolic process', 'proteasomal ubiquitin-independent protein catabolic process', 'proteasome-mediated ubiquitin-dependent protein catabolic process', 'response to organic cyclic compound', 'response to organonitrogen compound']","['endopeptidase activity', 'threonine-type endopeptidase activity']","['Autodegradation of Cdh1 by Cdh1:APC/C', 'UCH proteinases', 'Ub-specific processing proteases', 'CDT1 association with the CDC6:ORC:origin complex', 'Neddylation']"
3683,Q9Z2W0|DNPEP_MOUSE,52207,Aspartyl aminopeptidase OS=Mus musculus GN=Dnpep PE=1 SV=2,142900000,147800000,111700000,114070000,128800000,123500000,125680000,1790000000,137100000,145200000,111570000,[],"['identical protein binding', 'metalloaminopeptidase activity', 'zinc ion binding']",[]
2320,Q9QXK3|COPG2_MOUSE,97680,Coatomer subunit gamma-2 OS=Mus musculus GN=Copg2 PE=1 SV=1,36170000,45680000,32760000,25830000,30430000,44490000,33340000,399410000,32660000,45190000,28585000,"['endoplasmic reticulum to Golgi vesicle-mediated transport', 'intra-Golgi vesicle-mediated transport', 'intracellular protein transport', 'organelle transport along microtubule', 'protein secretion']",['structural molecule activity'],"['COPI-mediated anterograde transport', 'COPI-dependent Golgi-to-ER retrograde traffic']"
2288,Q9D8T2|GSDMD_MOUSE,53238,Gasdermin-D OS=Mus musculus GN=Gsdmdc1 PE=1 SV=1,285260000,370270000,352570000,260370000,311190000,309660000,353440000,3746200000,410150000,395000000,339630000,"['cellular response to extracellular stimulus', 'cytolysis', 'defense response to Gram-negative bacterium', 'defense response to Gram-positive bacterium', 'inflammatory response', 'innate immune response', 'pore complex assembly', 'pore formation in membrane of other organism', 'positive regulation of interleukin-1 beta secretion', 'protein homooligomerization', 'pyroptosis']","['cardiolipin binding', 'phosphatidic acid binding', 'phosphatidylinositol-4,5-bisphosphate binding', 'phosphatidylinositol-4-phosphate binding', 'phosphatidylserine binding']",['Neutrophil degranulation']
9753,Q810Q5|NMES1_MOUSE,9584,Normal mucosa of esophagus-specific gene 1 protein OS=Mus musculus GN=Nmes1 PE=1 SV=1,305480000,331790000,350750000,299140000,343730000,291331000,272132000,3385600000,284680000,282143000,216560000,"['electron transport chain', 'proton transmembrane transport', 'response to bacterium']",[],[]
4865,Q60973|RBBP7_MOUSE,47790,Histone-binding protein RBBP7 OS=Mus musculus GN=Rbbp7 PE=1 SV=1,104349000,51750000,117900000,45377000,56587000,122930000,109955000,1344000000,142690000,133390000,120470000,"['cellular heat acclimation', 'chromatin remodeling', 'DNA replication', 'negative regulation of cell growth', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of transcription, DNA-templated', 'response to steroid hormone']",['RNA binding'],"['PRC2 methylates histones and DNA', 'Oxidative Stress Induced Senescence', 'HDACs deacetylate histones', 'PKMTs methylate histone lysines', 'HATs acetylate histones', 'RMTs methylate histone arginines', 'Regulation of TP53 Activity through Acetylation', 'RNA Polymerase I Transcription Initiation', 'Regulation of PTEN gene transcription', 'Neddylation', 'Transcriptional Regulation by E2F6']"
5421,Q91W59|RBMS1_MOUSE,43991,RNA-binding motif  single-stranded-interacting protein 1 OS=Mus musculus GN=Rbms1 PE=1 SV=1,156850000,215490000,213010000,180140000,191200000,176870000,193970000,2227800000,187030000,251250000,187184000,['DNA replication'],"['DNA binding', ""mRNA 3'-UTR binding"", 'poly(A) binding', 'poly(U) RNA binding', 'RNA binding']",[]
4455,P62141|PP1B_MOUSE,37187,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Mus musculus GN=Ppp1cb PE=1 SV=3,59271300,102660000,110400000,65732700,72150000,48872500,52000000,1063233000,70732600,65050000,57140000,"['cell cycle', 'cell division', 'circadian regulation of gene expression', 'entrainment of circadian clock by photoperiod', 'glycogen metabolic process', 'protein dephosphorylation', 'regulation of cell adhesion', 'regulation of circadian rhythm', 'regulation of glycogen biosynthetic process', 'regulation of glycogen catabolic process']","['metal ion binding', 'myosin phosphatase activity', 'myosin-light-chain-phosphatase activity', 'phosphatase activity', 'phosphoprotein phosphatase activity', 'protein kinase binding', 'protein serine/threonine phosphatase activity']","['Regulation of PLK1 Activity at G2/M Transition', 'RHO GTPases activate PKNs', 'RHO GTPases activate PAKs']"
4172,P62270|RS18_MOUSE,17719,40S ribosomal protein S18 OS=Mus musculus GN=Rps18 PE=1 SV=3,893500000,922100000,1134800000,827500000,1040000000,750800000,1088700000,10888000000,1262500000,1403300000,1086600000,['translation'],"['protein kinase binding', 'rRNA binding', 'structural constituent of ribosome']","['L13a-mediated translational silencing of Ceruloplasmin expression', 'Major pathway of rRNA processing in the nucleolus and cytosol', 'Translation initiation complex formation', 'Formation of a pool of free 40S subunits', 'Formation of the ternary complex, and subsequently, the 43S complex', 'Ribosomal scanning and start codon recognition']"
2407,Q91YI0|ARLY_MOUSE,51739,Argininosuccinate lyase OS=Mus musculus GN=Asl PE=1 SV=1,79556000,90360000,87300000,95507000,105220000,123760000,96010000,1505100000,133810000,173811000,101501000,"['ammonia assimilation cycle', 'arginine biosynthetic process via ornithine', 'argininosuccinate metabolic process', 'cellular amino acid metabolic process', 'liver development', 'locomotory behavior', 'post-embryonic development', 'urea cycle']","['argininosuccinate lyase activity', 'identical protein binding']",[]
5275,P35979|RL12_MOUSE,17805,60S ribosomal protein L12 OS=Mus musculus GN=Rpl12 PE=1 SV=2,1304730000,1637300000,1615200000,1205950000,1519400000,1494200000,1571200000,13270000000,1516500000,1775300000,1355100000,"['ribosomal large subunit assembly', 'translation']","['large ribosomal subunit rRNA binding', 'rRNA binding', 'structural constituent of ribosome']",[]
1910,Q99P88|NU155_MOUSE,155117,Nuclear pore complex protein Nup155 OS=Mus musculus GN=Nup155 PE=1 SV=1,2730000,2830000,0,0,1800000,0,0,0,0,0,1230000,"['atrial cardiac muscle cell action potential', 'mRNA export from nucleus', 'nuclear envelope organization', 'protein import into nucleus', 'protein localization to nuclear inner membrane', 'transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery']",['structural constituent of nuclear pore'],"['Transport of Mature mRNA derived from an Intron-Containing Transcript', 'SUMOylation of DNA damage response and repair proteins', 'Nuclear Pore Complex (NPC) Disassembly', 'Regulation of HSF1-mediated heat shock response', 'SUMOylation of DNA replication proteins']"
4635,O35226|PSMD4_MOUSE,40704,26S proteasome non-ATPase regulatory subunit 4 OS=Mus musculus GN=Psmd4 PE=1 SV=1,243030000,368925000,307810000,284070000,312370000,350230000,354320000,3071100000,340719000,344875000,354354000,"['proteasome assembly', 'proteasome-mediated ubiquitin-dependent protein catabolic process']","['identical protein binding', 'polyubiquitin modification-dependent protein binding', 'transcription factor binding']","['Autodegradation of Cdh1 by Cdh1:APC/C', 'UCH proteinases', 'Ub-specific processing proteases', 'CDT1 association with the CDC6:ORC:origin complex', 'Neddylation']"
4870,Q99MD9|NASP_MOUSE,83954,Nuclear autoantigenic sperm protein OS=Mus musculus GN=Nasp PE=1 SV=2,99710000,173972000,146327000,148700000,136410000,164450000,72586000,1027220000,62970000,91594000,104613000,"['blastocyst development', 'cell population proliferation', 'CENP-A containing nucleosome assembly', 'DNA replication', 'DNA replication-dependent nucleosome assembly', 'DNA replication-independent nucleosome assembly', 'G1/S transition of mitotic cell cycle', 'histone exchange', 'nucleosome assembly', 'protein transport']","['histone binding', 'protein-containing complex binding']",[]
12734,Q60648|SAP3_MOUSE,20824,Ganglioside GM2 activator OS=Mus musculus GN=Gm2a PE=1 SV=2,840980000,950580000,1008050000,822810000,994190000,1062860000,869000000,8916300000,905060000,938790000,738890000,"['ganglioside catabolic process', 'learning or memory', 'lipid storage', 'nervous system process', 'neuromuscular process controlling balance', 'oligosaccharide catabolic process', 'positive regulation of hydrolase activity']","['beta-N-acetylgalactosaminidase activity', 'beta-N-acetylhexosaminidase activity', 'enzyme activator activity', 'lipid transporter activity', 'phospholipase activator activity']","['Glycosphingolipid metabolism', 'Neutrophil degranulation']"
3411,Q9CZ44|NSF1C_MOUSE,40710,NSFL1 cofactor p47 OS=Mus musculus GN=Nsfl1c PE=1 SV=1,171830000,213300000,268540000,170160000,226640000,263650000,201070000,2513600000,231150000,264720000,187240000,"['autophagosome assembly', 'establishment of mitotic spindle orientation', 'Golgi organization', 'membrane fusion', 'negative regulation of protein localization to centrosome', 'nuclear envelope reassembly', 'positive regulation of mitotic centrosome separation', 'proteasome-mediated ubiquitin-dependent protein catabolic process']","['ATPase binding', 'phospholipid binding', 'ubiquitin binding']",[]
4754,P57759|ERP29_MOUSE,28823,Endoplasmic reticulum resident protein 29 OS=Mus musculus GN=Erp29 PE=1 SV=2,689200000,481080000,664220000,692780000,784570000,780190000,779820000,8546900000,838750000,794130000,706950000,"['activation of MAPK activity', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'negative regulation of gene expression', 'negative regulation of protein secretion', 'positive regulation of gene expression', 'positive regulation of protein phosphorylation', 'protein secretion', 'regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway']","['chaperone binding', 'protein homodimerization activity']",[]
5824,O88456|CPNS1_MOUSE,28463,Calpain small subunit 1 OS=Mus musculus GN=Capns1 PE=1 SV=1,77600000,105510000,96700000,93100000,100500000,100700000,107500000,1082000000,95200000,71600000,97600000,[],"['calcium ion binding', 'calcium-dependent cysteine-type endopeptidase activity', 'protein heterodimerization activity']",[]
3169,Q6DFW4|NOP58_MOUSE,60343,Nucleolar protein 58 OS=Mus musculus GN=Nop58 PE=1 SV=1,168544000,189430000,164656000,127494000,138333000,141000000,154560000,1895000000,169390000,207540000,166090000,"['ribosome biogenesis', 'snoRNA localization']","['ATPase binding', 'snoRNA binding', 'TFIID-class transcription factor complex binding']","['SUMOylation of RNA binding proteins', 'Major pathway of rRNA processing in the nucleolus and cytosol']"
4925,O09172|GSH0_MOUSE,30535,Glutamate--cysteine ligase regulatory subunit OS=Mus musculus GN=Gclm PE=1 SV=1,281180000,322000000,331500000,304600000,302400000,270600000,283500000,3548000000,288080000,292900000,225300000,"['aging', 'apoptotic mitochondrial changes', 'cellular response to fibroblast growth factor stimulus', 'cellular response to follicle-stimulating hormone stimulus', 'cellular response to glucose stimulus', 'cellular response to hepatocyte growth factor stimulus', 'cellular response to leukemia inhibitory factor', 'cellular response to thyroxine stimulus', 'cysteine metabolic process', 'glutamate metabolic process', 'glutathione biosynthetic process', 'glutathione metabolic process', 'hepatic stellate cell activation', 'negative regulation of extrinsic apoptotic signaling pathway', 'negative regulation of neuron apoptotic process', 'positive regulation of glutamate-cysteine ligase activity', 'regulation of blood vessel size', 'regulation of mitochondrial depolarization', 'response to activity', 'response to drug', 'response to human chorionic gonadotropin', 'response to nitrosative stress', 'response to nutrient', 'response to oxidative stress']","['enzyme regulator activity', 'glutamate-cysteine ligase activity', 'glutamate-cysteine ligase catalytic subunit binding', 'protein heterodimerization activity']",['Glutathione synthesis and recycling']
1834,Q6P1H6|ANKL2_MOUSE,106198,Ankyrin repeat and LEM domain-containing protein 2 OS=Mus musculus GN=Ankle2 PE=1 SV=2,46184000,46681000,37790000,33863000,42520000,50975000,44102000,572280000,51050000,50601000,41779000,"['cell division', 'central nervous system development', 'mitotic nuclear envelope reassembly', 'negative regulation of apoptotic process', 'negative regulation of phosphorylation', 'positive regulation of protein dephosphorylation']",['protein phosphatase 2A binding'],['Initiation of Nuclear Envelope Reformation']
4400,P28033|CEBPB_MOUSE,31446,CCAAT/enhancer-binding protein beta OS=Mus musculus GN=Cebpb PE=1 SV=1,129430000,195360000,225700000,179490000,248420000,257270000,166330000,1894500000,272790000,324000000,318770000,"['brown fat cell differentiation', 'cellular response to amino acid stimulus', 'cellular response to interleukin-1', 'cellular response to lipopolysaccharide', 'cellular response to organic cyclic compound', 'defense response to bacterium', 'embryonic placenta development', 'fat cell differentiation', 'granuloma formation', 'hepatocyte proliferation', 'intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress', 'liver regeneration', 'mammary gland epithelial cell differentiation', 'mammary gland epithelial cell proliferation', 'memory', 'negative regulation of neuron apoptotic process', 'negative regulation of T cell proliferation', 'negative regulation of transcription by RNA polymerase II', 'negative regulation of transcription, DNA-templated', 'neuron differentiation', 'ovarian follicle development', 'positive regulation of biomineral tissue development', 'positive regulation of cold-induced thermogenesis', 'positive regulation of fat cell differentiation', 'positive regulation of inflammatory response', 'positive regulation of interleukin-4 production', 'positive regulation of osteoblast differentiation', 'positive regulation of sodium-dependent phosphate transport', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress', 'positive regulation of transcription, DNA-templated', 'regulation of dendritic cell differentiation', 'regulation of interleukin-6 biosynthetic process', 'regulation of odontoblast differentiation', 'regulation of osteoclast differentiation', 'regulation of transcription involved in cell fate commitment', 'regulation of transcription, DNA-templated', 'response to endoplasmic reticulum stress', 'response to lipopolysaccharide', 'T-helper 1 cell activation']","['chromatin binding', 'DNA binding', 'DNA-binding transcription activator activity, RNA polymerase II-specific', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'DNA-binding transcription repressor activity, RNA polymerase II-specific', 'glucocorticoid receptor binding', 'histone acetyltransferase binding', 'histone deacetylase binding', 'kinase binding', 'protein heterodimerization activity', 'protein homodimerization activity', 'RNA polymerase II core promoter sequence-specific DNA binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'RNA polymerase II regulatory region sequence-specific DNA binding', 'sequence-specific DNA binding', 'transcription factor binding', 'transcription regulatory region DNA binding', 'ubiquitin-like protein ligase binding']",['Senescence-Associated Secretory Phenotype (SASP)']
2039,Q99K28|ARFG2_MOUSE,56598,ADP-ribosylation factor GTPase-activating protein 2 OS=Mus musculus GN=Arfgap2 PE=1 SV=1,42223000,53674000,52910000,37892000,56546000,56399000,49930000,532030000,27121000,65100000,57463000,"['COPI coating of Golgi vesicle', 'endoplasmic reticulum to Golgi vesicle-mediated transport', 'protein transport', 'retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum']","['GTPase activator activity', 'metal ion binding']","['COPI-mediated anterograde transport', 'COPI-dependent Golgi-to-ER retrograde traffic']"
4526,Q64669|NQO1_MOUSE,30960,NAD(P)H dehydrogenase [quinone] 1 OS=Mus musculus GN=Nqo1 PE=1 SV=3,216990000,311000000,362000000,272740000,324000000,341840000,335300000,3882000000,362300000,351000000,320300000,"['aging', 'cellular response to hydrogen peroxide', 'cellular response to metal ion', 'negative regulation of apoptotic process', 'negative regulation of catalytic activity', 'positive regulation of neuron apoptotic process', 'response to electrical stimulus', 'response to estradiol', 'response to ethanol', 'response to hydrogen sulfide', 'response to nitrogen compound', 'response to nutrient', 'response to oxidative stress', 'superoxide metabolic process']","['electron transfer activity', 'identical protein binding', 'NAD(P)H dehydrogenase (quinone) activity', 'oxidoreductase activity', 'superoxide dismutase activity']",['Regulation of ornithine decarboxylase (ODC)']
3499,P58044|IDI1_MOUSE,26289,Isopentenyl-diphosphate Delta-isomerase 1 OS=Mus musculus GN=Idi1 PE=1 SV=1,112700000,67800000,84664000,56599000,69550000,62900000,83608000,595500000,95592000,100315000,90601000,"['cholesterol biosynthetic process', 'dimethylallyl diphosphate biosynthetic process', 'isopentenyl diphosphate biosynthetic process', 'isoprenoid biosynthetic process', 'response to stilbenoid']","['hydrolase activity', 'isopentenyl-diphosphate delta-isomerase activity', 'magnesium ion binding', 'manganese ion binding']",[]
3572,Q7TSI3|PP6R1_MOUSE,94527,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus GN=Ppp6r1 PE=1 SV=1,29070000,30770000,20770000,32200000,31990000,33580000,22090000,326900000,25790000,24770000,38750000,['regulation of phosphoprotein phosphatase activity'],"['protein phosphatase binding', 'Rho GTPase binding']",['COPII-mediated vesicle transport']
8767,O35143|ATIF1_MOUSE,12159,ATPase inhibitor  mitochondrial OS=Mus musculus GN=Atpif1 PE=1 SV=2,893890000,1065840000,1156160000,997600000,906360000,1027480000,1079560000,10406890000,1095640000,1409580000,1067770000,"['erythrocyte differentiation', 'heme biosynthetic process', 'mitochondrial depolarization', 'negative regulation of ATPase activity', 'negative regulation of endothelial cell proliferation', 'negative regulation of hydrolase activity', 'positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization', 'positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway', 'positive regulation of proteolysis involved in cellular protein catabolic process', 'protein homooligomerization', 'protein homotetramerization', 'reactive oxygen species metabolic process', 'regulation of ATP metabolic process', 'regulation of protein targeting to mitochondrion']","['angiostatin binding', 'ATPase binding', 'ATPase inhibitor activity', 'calmodulin binding', 'enzyme binding', 'mitochondrial proton-transporting ATP synthase complex binding', 'protein homodimerization activity']",[]
4177,Q6PE01|SNR40_MOUSE,39276,U5 small nuclear ribonucleoprotein 40 kDa protein OS=Mus musculus GN=Snrnp40 PE=1 SV=1,82620000,90486000,90830000,78130000,64830000,83430000,87870000,981670000,93095000,93430000,78800000,"['mRNA processing', 'RNA splicing']",[],"['mRNA Splicing - Major Pathway', 'mRNA Splicing - Minor Pathway']"
5338,P62245|RS15A_MOUSE,14840,40S ribosomal protein S15a OS=Mus musculus GN=Rps15a PE=1 SV=2,648220000,551060000,629909000,581053000,452754000,618378000,571510000,6405430000,632820000,726770000,453960000,"['positive regulation of cell cycle', 'positive regulation of cell population proliferation', 'response to virus', 'translation']",['structural constituent of ribosome'],"['L13a-mediated translational silencing of Ceruloplasmin expression', 'Major pathway of rRNA processing in the nucleolus and cytosol', 'Translation initiation complex formation', 'Formation of a pool of free 40S subunits', 'Formation of the ternary complex, and subsequently, the 43S complex', 'Ribosomal scanning and start codon recognition']"
5643,Q9CZX8|RS19_MOUSE,16085,40S ribosomal protein S19 OS=Mus musculus GN=Rps19 PE=1 SV=3,1254090000,1600850000,1519797000,1457918000,1304652000,1234726000,1403207000,18105100000,1601830000,1889410000,1435640000,"['antimicrobial humoral immune response mediated by antimicrobial peptide', 'defense response to Gram-negative bacterium', 'erythrocyte differentiation', 'killing of cells of other organism', 'maturation of SSU-rRNA', 'maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)', 'monocyte chemotaxis', 'negative regulation of respiratory burst involved in inflammatory response', 'Notch signaling pathway', 'nucleolus organization', 'positive regulation of respiratory burst involved in inflammatory response', 'protein tetramerization', 'ribosomal small subunit assembly', 'ribosomal small subunit biogenesis', 'rRNA processing', 'translation']","['fibroblast growth factor binding', 'protein homodimerization activity', 'protein kinase binding', 'structural constituent of ribosome', 'translation initiation factor binding']",[]
6203,Q9D8S4|ORN_MOUSE,26739,Oligoribonuclease  mitochondrial OS=Mus musculus GN=Rexo2 PE=1 SV=2,201850000,277090000,316820000,251950000,241410000,251100000,283800000,2966200000,282200000,295700000,224200000,['nucleobase-containing compound metabolic process'],"[""3'-5' exonuclease activity"", ""3'-5'-exoribonuclease activity"", 'nucleic acid binding']",[]
1988,Q5FWK3|RHG01_MOUSE,50411,Rho GTPase-activating protein 1 OS=Mus musculus GN=Arhgap1 PE=1 SV=1,278036000,374350000,366589000,388555000,343188000,390920000,369900000,2911600000,360600000,444485000,359100000,"['endosomal transport', 'negative regulation of endocytic recycling', 'regulation of GTPase activity', 'small GTPase mediated signal transduction', 'transferrin transport']","['GTPase activator activity', 'Rab GTPase binding', 'SH3 domain binding']",['Rho GTPase cycle']
5558,Q9DB15|RM12_MOUSE,21708,39S ribosomal protein L12  mitochondrial OS=Mus musculus GN=Mrpl12 PE=1 SV=2,115110000,143105500,147470000,105230000,150900000,141480000,150764000,1241300000,147347300,172740000,154950000,"['mitochondrial transcription', 'positive regulation of transcription, DNA-templated', 'translation']",['structural constituent of ribosome'],"['Mitochondrial translation elongation', 'Mitochondrial translation termination']"
6919,P84078|ARF1_MOUSE,20697,ADP-ribosylation factor 1 OS=Mus musculus GN=Arf1 PE=1 SV=2,69600000,144700000,174030000,114600000,171900000,183200000,155100000,1069500000,94100000,147100000,115600000,"['actin filament organization', 'cellular copper ion homeostasis', 'cellular response to virus', 'dendritic spine organization', 'Golgi to plasma membrane transport', 'Golgi to transport vesicle transport', 'intracellular protein transport', 'long-term synaptic depression', 'lysosomal membrane organization', 'mitotic cleavage furrow ingression', 'positive regulation of calcium ion-dependent exocytosis', 'positive regulation of dendritic spine development', 'positive regulation of endocytosis', 'positive regulation of ER to Golgi vesicle-mediated transport', 'positive regulation of late endosome to lysosome transport', 'positive regulation of protein secretion', 'positive regulation of sodium ion transmembrane transport', 'postsynaptic actin cytoskeleton organization', 'protein transport', 'regulation of Arp2/3 complex-mediated actin nucleation', 'regulation of phospholipid metabolic process', 'regulation of receptor internalization', 'synaptic vesicle budding', 'very-low-density lipoprotein particle assembly', 'vesicle-mediated transport']","['GDP binding', 'GTP binding', 'magnesium ion binding', 'phospholipase D activator activity', 'protein domain specific binding', 'protein heterodimerization activity', 'protein homodimerization activity']","['Synthesis of PIPs at the plasma membrane', 'Synthesis of PIPs at the Golgi membrane', 'MHC class II antigen presentation', 'Clathrin derived vesicle budding', 'Lysosome Vesicle Biogenesis', 'Golgi Associated Vesicle Biogenesis', 'COPI-mediated anterograde transport', 'COPI-dependent Golgi-to-ER retrograde traffic', 'Intra-Golgi traffic']"
2544,Q9WUA2|SYFB_MOUSE,65697,Phenylalanine--tRNA ligase beta subunit OS=Mus musculus GN=Farsb PE=1 SV=2,290270000,337200000,377300000,348070000,342900000,351500000,299300000,3586800000,425700000,368900000,278260000,"['phenylalanyl-tRNA aminoacylation', 'protein heterotetramerization']","['ATP binding', 'magnesium ion binding', 'phenylalanine-tRNA ligase activity', 'RNA binding']",[]
